,Epoch,AUC,PRC,loss
0,0,0.7476282887763654,0.7156372236878014,0.5325604677200317
0,1,0.8117740148722427,0.7658956643636727,0.4786587953567505
0,2,0.8252000353605493,0.7736418511066399,0.4658670127391815
0,3,0.8380619396311779,0.7786413646916321,0.4513660371303558
0,4,0.8494080750095561,0.7915767847971238,0.439444750547409
0,5,0.8584506212426319,0.8018720748829953,0.430124819278717
0,6,0.8725962408009797,0.810735049833887,0.4116662144660949
0,7,0.8816978534223968,0.8226965342349958,0.400880217552185
0,8,0.8945042714611925,0.8321500476846455,0.3807761967182159
0,9,0.9060104485071416,0.838062726690847,0.3643508851528168
0,10,0.9227410277809244,0.8622415669205659,0.3337891101837158
0,11,0.9401133098475066,0.8814888447095206,0.2977518737316131
0,12,0.9483844748160644,0.8923298923298923,0.2773838639259338
0,13,0.9600833113568707,0.903086624626618,0.2481258809566497
0,14,0.9664679568311914,0.9097694107162748,0.2296373397111892
0,15,0.973886883505721,0.9253446922990696,0.2051212340593338
0,16,0.9801641614490532,0.9378460843033112,0.1795738786458969
0,17,0.982150912937432,0.938835169777378,0.1693635433912277
0,18,0.9838519456379126,0.9480874316939892,0.1607781499624252
0,19,0.9844439845987366,0.9519790122048593,0.1557640135288238
0,20,0.9873634721561936,0.9521966765308444,0.1471350789070129
0,21,0.9871722868434278,0.9518552242203504,0.1470357179641723
0,22,0.9881450488145048,0.9563873626373628,0.1422361135482788
0,23,0.9910142531357464,0.9615516649502232,0.1264263093471527
0,24,0.989353840965335,0.954653937947494,0.1348988115787506
0,25,0.9864195248703684,0.9507751499377616,0.1479910314083099
0,26,0.9908186948290448,0.9630350194552528,0.1263807862997055
0,27,0.9901992410365518,0.955671743578086,0.1315373927354812
0,28,0.9901138747441738,0.9633363886342804,0.1277199834585189
0,29,0.9918657109804316,0.9683377308707124,0.1158213838934898
0,30,0.991690419580468,0.965691336775674,0.1191826835274696
0,31,0.99186235380945,0.964551172098342,0.1182920709252357
0,32,0.9923172071191646,0.965079001602931,0.1170640066266059
0,33,0.992029828327903,0.9684669189313152,0.1145908012986183
0,34,0.9924820925278938,0.9695577254451464,0.1101093590259552
0,35,0.9923757408198592,0.9688791915480018,0.1143402978777885
0,36,0.9926565663142606,0.9666247571150988,0.1134445443749427
0,37,0.991355941290785,0.9636737491432488,0.1196319088339805
0,38,0.9922894825853756,0.9605905735377628,0.1181847974658012
0,39,0.9920513588192906,0.9691173081355152,0.1150126978754997
0,40,0.9910860420871802,0.9650429799426934,0.1218783408403396
0,41,0.992661496772012,0.9669989687177724,0.1122150644659996
0,42,0.9936507596720466,0.9711527410642457,0.107811227440834
0,43,0.9917201385959108,0.9672977624784854,0.1170397698879242
0,44,0.9932860049031048,0.968624756670102,0.1109460145235061
0,45,0.9929683248564148,0.9718487877743308,0.1073935776948928
0,46,0.9946091266885828,0.9734961972804794,0.1012832149863243
0,47,0.994194348833206,0.9765724177726486,0.0991183817386627
0,48,0.9925286469505836,0.9644205468481868,0.1162669733166694
0,49,0.9914747801883008,0.9641753462286826,0.1203910708427429
0,50,0.9929516504942696,0.9642408317148408,0.1157994419336319
0,51,0.9943497573570608,0.9755985267034992,0.0994941964745521
0,52,0.9936691435898948,0.9740020706315426,0.1037304252386093
0,53,0.9928512574550256,0.9712279894119,0.1114868819713592
0,54,0.993362934909732,0.969804822043628,0.109868973493576
0,55,0.9926580281082672,0.964514652014652,0.1170045435428619
0,56,0.9928152576805878,0.9696900114810564,0.1108842566609382
0,57,0.9940301076048864,0.967970716083276,0.1090579256415367
0,58,0.991914445706047,0.9660183066361556,0.1178964301943779
0,59,0.9926920953414756,0.9698988970588236,0.1134137287735939
0,60,0.995225557788384,0.9745208309422702,0.0970311090350151
0,61,0.9942162881313924,0.9772306981044844,0.1007421538233757
0,62,0.9928065488569712,0.9717241379310344,0.1088230460882186
0,63,0.9929168151998036,0.9699299896706072,0.1122482120990753
0,64,0.9937718284248274,0.9682739663268812,0.1087959036231041
0,65,0.9940921595216652,0.9740289588600322,0.1014430820941925
0,66,0.993805065656354,0.9745655426401196,0.1016330495476722
0,67,0.9929187477410328,0.9703175333640128,0.1144841685891151
0,68,0.993266307848268,0.9684958185359148,0.1093165725469589
0,69,0.9945790236425112,0.9746210381258612,0.0988453552126884
0,70,0.9912422434484622,0.9681156095882556,0.1175115555524826
0,71,0.9935275230044256,0.9672149874343158,0.111447587609291
0,72,0.9946964007460204,0.973784063470162,0.1015265956521034
0,73,0.9952172825477354,0.9761740331491712,0.098315417766571
0,74,0.9953818830305141,0.9784139443610759,0.09617236256599426
