,Epoch,AUC,PRC,loss
0,0,0.8566977022242633,0.7514438502673797,0.474419891834259
0,1,0.8948001429261251,0.7993605997133723,0.4136009514331817
0,2,0.9062434134084728,0.8084827284652383,0.3927605748176574
0,3,0.9181802599861124,0.8263506063947078,0.3693156540393829
0,4,0.9312799869938796,0.8445087992871464,0.341620534658432
0,5,0.9431784876276386,0.8598797059478726,0.313673585653305
0,6,0.9575561206402003,0.8793586724969167,0.2744789719581604
0,7,0.96833980043979,0.9042937853107345,0.238400399684906
0,8,0.9753716878407532,0.9145069000336588,0.211007222533226
0,9,0.9788772560125484,0.9278327082623026,0.1958183348178863
0,10,0.98241824683987,0.9292383845201936,0.1797961592674255
0,11,0.9851620072923112,0.9382035119315624,0.164984330534935
0,12,0.9865613921687052,0.940950660494524,0.1553920954465866
0,13,0.987686061481669,0.9426414243858464,0.1511318236589431
0,14,0.9876695513373804,0.9430939845412792,0.1473277062177658
0,15,0.9874445010335324,0.9434875605088372,0.1504559218883514
0,16,0.9879212483032058,0.945583596214511,0.1467687934637069
0,17,0.9901097555660268,0.952235427277872,0.1362634897232055
0,18,0.9900079491380674,0.9512387387387388,0.1329327523708343
0,19,0.98906422953567,0.947599235353649,0.1400620192289352
0,20,0.9907220527137162,0.9466919982118908,0.1327862292528152
0,21,0.9907939459960656,0.9478328865058088,0.1294206082820892
0,22,0.9914521761546844,0.950823344908704,0.1258957087993621
0,23,0.9910962703939504,0.9586402266288953,0.1249959245324134
0,24,0.9913781624157928,0.9532741772436256,0.1260512769222259
0,25,0.9908172526325651,0.9519847070729788,0.128140240907669
0,26,0.9927865868106818,0.9561167227833894,0.1160228922963142
0,27,0.9911768109716196,0.9526173285198556,0.1274585872888565
0,28,0.9928016383750372,0.9610713880376802,0.1175663396716117
0,29,0.99199093145699,0.9546783625730996,0.1207900568842887
0,30,0.9919223414291956,0.9538013007400764,0.1206224113702774
0,31,0.9921270880552304,0.9592112676056338,0.1176871806383133
0,32,0.992355729652528,0.9625170377101318,0.1174396649003028
0,33,0.9916061911643784,0.9582390221819828,0.1231389418244361
0,34,0.9932153725401908,0.9640671049648606,0.1107791513204574
0,35,0.9903969119583012,0.959353296140271,0.1278611421585083
0,36,0.9912386719205614,0.9542689794998872,0.1246163845062255
0,37,0.992169956822602,0.9568450704225352,0.1196553334593772
0,38,0.991930026552038,0.9561928418200294,0.122118666768074
0,39,0.9918385895242778,0.9559352517985612,0.1210425868630409
0,40,0.9910963807067183,0.9526061015422718,0.1270719319581985
0,41,0.9916467985200046,0.9498147524418996,0.1271222829818725
0,42,0.9922348452441788,0.9584133800429429,0.1205639019608497
0,43,0.9914637896377676,0.9528789923526766,0.1267551779747009
0,44,0.9921515652327692,0.960117833673238,0.1215473935008049
0,45,0.9921446890702258,0.957187922487607,0.1186750456690788
0,46,0.992709943950818,0.9622129200135762,0.1152960136532783
0,47,0.992552987267308,0.9620067643742952,0.1145460158586502
0,48,0.9929042415063212,0.960450704225352,0.1126462444663047
0,49,0.9925279278834938,0.9575211267605632,0.1165522336959838
0,50,0.9925085679926964,0.9589505823815448,0.1204530298709869
0,51,0.9932352962518026,0.9646550744402772,0.113882839679718
0,52,0.9918860914279088,0.9581830477908024,0.1195348650217056
0,53,0.9925834152058356,0.959972939452024,0.1154912635684013
0,54,0.9922214544998318,0.962895722228526,0.1164130046963691
0,55,0.9928148636502316,0.9604251469923112,0.1142539232969284
0,56,0.9928947546082668,0.961943594971118,0.1149826422333717
0,57,0.992661749528143,0.9622833843017328,0.1165109798312187
0,58,0.9934940225923492,0.9642572566875356,0.1115438342094421
0,59,0.9928203486462,0.9625904159132008,0.1131221875548362
0,60,0.9936246819376472,0.9665039173384808,0.1101828590035438
0,61,0.993639549647389,0.9639832900530654,0.1072138249874115
0,62,0.991501222437068,0.959773371104816,0.1227419450879097
0,63,0.9930512026273464,0.9638321995464852,0.1138580739498138
0,64,0.9926955174921488,0.9602298332582244,0.116704486310482
0,65,0.9927218577297704,0.9644071639084107,0.1154168993234634
0,66,0.9938524778037228,0.9654939106901218,0.1064606383442878
0,67,0.994002650251996,0.9639914211536292,0.1082076281309127
0,68,0.9931977347542732,0.962507058159232,0.1135756894946098
0,69,0.9928227264992008,0.9607377234668476,0.1157134026288986
0,70,0.9925428630065936,0.9595114227550328,0.1176619231700897
0,71,0.993562367480659,0.9671740118128124,0.1082731634378433
0,72,0.9943333434167376,0.9663913092678512,0.1050207614898681
0,73,0.9942303358053036,0.9657867905290586,0.1072114706039428
0,74,0.9933143966349999,0.9663494221617946,0.11177095770835876
